cli_document,frequencia,monetario,ultima_compra,primeira_compra,tipo_cliente,uf,recencia,recomprou,tempo_ate_segunda_compra
CLI_7F6C326E,1,121.75,2024-05-15,2024-05-15,NOVO,SP,230,0,
CLI_7F6DC5E3,3,792.7,2024-06-02,2023-08-01,NOVO,RN,212,1,194.0
CLI_7F6E66B9,1,180.63,2024-01-25,2024-01-25,NOVO,MG,341,0,
CLI_7F6F69F4,1,146.77,2024-06-16,2024-06-16,NOVO,AM,198,0,
CLI_7F71522E,1,70.04,2024-06-04,2024-06-04,NOVO,SP,210,0,
CLI_7F7338BA,4,917.75,2024-03-15,2023-09-15,ANTIGO,SP,291,1,58.0
CLI_7F7452E0,3,699.3,2023-12-09,2023-08-09,ANTIGO,SP,388,1,61.0
CLI_7F74D3C2,1,65.96,2024-12-16,2024-12-16,NOVO,SP,15,0,
CLI_7F761F23,1,167.25,2024-06-15,2024-06-15,ANTIGO,RJ,199,0,
CLI_7F76494B,1,340.62,2023-11-26,2023-11-26,ANTIGO,PR,401,0,
CLI_7F76F54E,2,382.4,2024-04-17,2023-09-09,ANTIGO,SP,258,1,221.0
CLI_7F7B7EA9,4,504.37,2024-11-25,2024-07-16,NOVO,SP,36,1,33.0
CLI_7F7C8A37,1,199.9,2023-10-23,2023-10-23,NOVO,SP,435,0,
CLI_7F7DAC03,1,348.82,2023-09-27,2023-09-27,ANTIGO,SP,461,0,
CLI_7F7ECFB9,1,150.19,2024-01-09,2024-01-09,NOVO,PR,357,0,
CLI_7F7EE28A,1,133.86,2024-11-13,2024-11-13,ANTIGO,RJ,48,0,
CLI_7F7F0564,1,227.24,2024-09-27,2024-09-27,ANTIGO,RJ,95,0,
CLI_7F84FD58,1,130.2,2024-06-07,2024-06-07,NOVO,SP,207,0,
CLI_7F8513B2,1,135.4,2023-11-27,2023-11-27,NOVO,SC,400,0,
CLI_7F861345,1,248.26,2023-09-04,2023-09-04,NOVO,DF,484,0,
CLI_7F87BD4B,1,230.32,2024-03-15,2024-03-15,ANTIGO,PR,291,0,
CLI_7F87DB36,1,333.83,2024-04-13,2024-04-13,NOVO,RJ,262,0,
CLI_7F890A8C,1,483.48,2023-07-19,2023-07-19,NOVO,SP,531,0,
CLI_7F8A1C9B,1,349.81,2024-04-11,2024-04-11,NOVO,SP,264,0,
CLI_7F8C5E78,1,54.31,2024-11-28,2024-11-28,NOVO,RJ,33,0,
CLI_7F8E3C3F,1,179.43,2023-11-26,2023-11-26,ANTIGO,SC,401,0,
CLI_7F8F4227,1,143.8,2024-02-29,2024-02-29,NOVO,RJ,306,0,
CLI_7F901419,1,371.74,2023-11-03,2023-11-03,NOVO,PR,424,0,
CLI_7F93F20B,1,66.93,2024-11-14,2024-11-14,NOVO,GO,47,0,
CLI_7F95D3C6,1,509.26,2023-10-03,2023-10-03,ANTIGO,MS,455,0,
CLI_7F97F322,1,1263.47,2024-05-10,2024-05-10,NOVO,SP,235,0,
CLI_7F987E78,2,976.04,2024-05-31,2023-11-22,ANTIGO,MG,214,1,191.0
CLI_7F993E9D,1,132.91,2024-04-05,2024-04-05,ANTIGO,GO,270,0,
CLI_7F9AD9A7,1,291.01,2024-08-13,2024-08-13,NOVO,SP,140,0,
CLI_7F9C3CBC,1,98.61,2024-02-29,2024-02-29,NOVO,MG,306,0,
CLI_7F9DF38F,1,279.0,2024-05-25,2024-05-25,NOVO,SP,220,0,
CLI_7F9E697C,1,239.0,2024-05-01,2024-05-01,NOVO,SP,244,0,
CLI_7F9EB159,1,515.63,2024-02-26,2024-02-26,ANTIGO,SP,309,0,
CLI_7F9EFEE0,1,272.84,2023-11-26,2023-11-26,ANTIGO,SP,401,0,
CLI_7FA424C2,2,306.03,2024-12-22,2023-08-21,ANTIGO,SP,9,1,489.0
CLI_7FA4921D,1,151.07,2023-11-04,2023-11-04,NOVO,PE,423,0,
CLI_7FA5407A,1,324.86,2024-12-04,2024-12-04,NOVO,SP,27,0,
CLI_7FA6E2DB,1,207.59,2024-11-29,2024-11-29,ANTIGO,MG,32,0,
CLI_7FA83E94,1,195.08,2024-12-04,2024-12-04,NOVO,DF,27,0,
CLI_7FA93F18,1,194.76,2024-09-15,2024-09-15,NOVO,PR,107,0,
CLI_7FAABDEE,1,256.8,2024-11-26,2024-11-26,NOVO,SP,35,0,
CLI_7FAAC07A,1,159.75,2024-02-19,2024-02-19,ANTIGO,SP,316,0,
CLI_7FAAE44E,1,177.45,2024-11-29,2024-11-29,NOVO,BA,32,0,
CLI_7FAE681D,1,217.35,2023-10-09,2023-10-09,ANTIGO,RS,449,0,
CLI_7FAF939E,1,141.94,2023-08-29,2023-08-29,NOVO,PE,490,0,
CLI_7FB2A3DF,2,480.49,2023-11-01,2023-08-17,ANTIGO,AM,426,1,76.0
CLI_7FB2FA9A,1,130.09,2024-09-23,2024-09-23,NOVO,SP,99,0,
CLI_7FB4D31C,1,78.17,2024-08-24,2024-08-24,NOVO,SP,129,0,
CLI_7FB66412,1,158.6,2024-01-27,2024-01-27,ANTIGO,SP,339,0,
CLI_7FB71CD4,4,981.22,2024-11-13,2023-11-18,ANTIGO,SP,48,1,6.0
CLI_7FB75FC9,4,865.8900000000001,2024-12-20,2024-03-04,NOVO,RJ,11,1,11.0
CLI_7FB89C04,1,279.8,2023-08-30,2023-08-30,ANTIGO,SP,489,0,
CLI_7FBA6409,1,107.1,2023-11-24,2023-11-24,NOVO,SP,403,0,
CLI_7FBAA7A7,1,390.99,2023-07-17,2023-07-17,ANTIGO,MG,533,0,
CLI_7FBB3FA9,1,207.9,2023-12-14,2023-12-14,NOVO,SP,383,0,
CLI_7FBD9610,1,172.95,2023-08-26,2023-08-26,NOVO,MG,493,0,
CLI_7FBE3D1B,1,76.93,2023-11-07,2023-11-07,ANTIGO,MS,420,0,
CLI_7FBF13AA,1,71.59,2024-11-20,2024-11-20,NOVO,SP,41,0,
CLI_7FC0538D,2,681.31,2023-11-04,2023-09-27,NOVO,RJ,423,1,38.0
CLI_7FC13EC6,1,133.8,2023-12-13,2023-12-13,NOVO,SP,384,0,
CLI_7FC2603F,1,344.9,2024-03-25,2024-03-25,NOVO,BA,281,0,
CLI_7FC3B8E0,1,173.67,2024-06-29,2024-06-29,NOVO,SP,185,0,
CLI_7FC4E393,1,168.16,2023-08-17,2023-08-17,ANTIGO,RJ,502,0,
CLI_7FC57DC7,1,127.12,2024-02-02,2024-02-02,NOVO,RS,333,0,
CLI_7FC5FBD0,1,200.15,2023-10-22,2023-10-22,NOVO,BA,436,0,
CLI_7FC5FDF0,2,446.05,2024-03-15,2023-07-03,ANTIGO,SP,291,1,256.0
CLI_7FC78C93,1,419.58,2023-08-21,2023-08-21,ANTIGO,RS,498,0,
CLI_7FC7A6C1,1,167.61,2024-01-08,2024-01-08,ANTIGO,SP,358,0,
CLI_7FC8AC64,3,688.33,2024-11-22,2024-04-11,NOVO,RJ,39,1,124.0
CLI_7FC8F997,1,108.6,2024-01-20,2024-01-20,NOVO,SP,346,0,
CLI_7FC9D6AA,1,241.04,2024-11-03,2024-11-03,NOVO,MG,58,0,
CLI_7FCD7D62,1,344.56,2024-10-17,2024-10-17,NOVO,SP,75,0,
CLI_7FCD9BEC,1,159.63,2024-07-28,2024-07-28,NOVO,MT,156,0,
CLI_7FCEFC88,1,86.7,2024-06-12,2024-06-12,NOVO,SC,202,0,
CLI_7FD0385A,1,187.23,2024-11-23,2024-11-23,ANTIGO,MG,38,0,
CLI_7FD0E214,1,157.99,2024-12-09,2024-12-09,NOVO,ES,22,0,
CLI_7FD1C881,2,266.72,2024-11-29,2023-08-17,NOVO,SP,32,1,470.0
CLI_7FD2F53D,1,263.2,2024-01-11,2024-01-11,ANTIGO,SP,355,0,
CLI_7FD57DFD,1,193.03,2024-10-23,2024-10-23,NOVO,PE,69,0,
CLI_7FD97678,1,132.33,2024-12-09,2024-12-09,NOVO,PR,22,0,
CLI_7FDA6BB3,1,151.58,2024-12-24,2024-12-24,NOVO,MG,7,0,
CLI_7FDD4405,1,478.45,2024-12-27,2024-12-27,NOVO,SP,4,0,
CLI_7FDDA9B2,1,135.15,2024-11-08,2024-11-08,NOVO,RJ,53,0,
CLI_7FDDAB56,1,107.48,2023-12-25,2023-12-25,NOVO,GO,372,0,
CLI_7FDDCC13,4,1209.36,2024-08-17,2023-11-24,ANTIGO,MG,136,1,153.0
CLI_7FE1B67B,1,580.6,2023-08-30,2023-08-30,ANTIGO,RJ,489,0,
CLI_7FE2D5DA,1,146.77,2024-10-22,2024-10-22,NOVO,AP,70,0,
CLI_7FE34A31,1,231.72,2023-09-03,2023-09-03,NOVO,RS,485,0,
CLI_7FE4B6FA,1,71.92,2024-11-25,2024-11-25,NOVO,SP,36,0,
CLI_7FE5E06B,1,165.47,2024-07-22,2024-07-22,NOVO,MG,162,0,
CLI_7FE6437E,1,369.7,2024-02-04,2024-02-04,NOVO,SP,331,0,
CLI_7FE76B0E,1,100.08,2023-11-24,2023-11-24,ANTIGO,SP,403,0,
CLI_7FE8AA31,1,259.0,2024-02-08,2024-02-08,NOVO,RJ,327,0,
CLI_7FE9A2BC,2,367.95,2023-12-13,2023-07-10,NOVO,SC,384,1,156.0
CLI_7FEA58AE,1,93.62,2024-01-29,2024-01-29,NOVO,SP,337,0,
CLI_7FEB49A8,1,76.11,2024-08-23,2024-08-23,NOVO,SP,130,0,
CLI_7FEE3795,2,1447.8,2024-07-09,2024-07-01,NOVO,RO,175,1,8.0
CLI_7FF02279,1,128.85,2023-11-20,2023-11-20,NOVO,SP,407,0,
CLI_7FF50B5F,1,186.75,2024-07-04,2024-07-04,ANTIGO,MA,180,0,
CLI_7FF86883,1,220.15,2023-10-19,2023-10-19,NOVO,MG,439,0,
CLI_7FF8FEF6,1,539.82,2024-01-31,2024-01-31,NOVO,RJ,335,0,
CLI_7FF99F50,1,91.4,2023-11-06,2023-11-06,ANTIGO,SC,421,0,
CLI_7FFA914F,1,285.34,2024-11-29,2024-11-29,NOVO,SP,32,0,
CLI_7FFAC020,1,78.44,2024-11-10,2024-11-10,NOVO,SP,51,0,
CLI_7FFBB204,1,267.68,2024-11-24,2024-11-24,NOVO,MG,37,0,
CLI_7FFDAF0C,1,254.9,2023-09-14,2023-09-14,ANTIGO,SP,474,0,
CLI_8000A0C0,1,555.88,2024-11-14,2024-11-14,NOVO,SP,47,0,
CLI_8002AEF8,1,193.52,2024-07-22,2024-07-22,ANTIGO,RJ,162,0,
CLI_80050972,3,1243.54,2024-05-10,2023-09-14,ANTIGO,MG,235,1,35.0
CLI_8005C32D,1,319.41,2023-08-16,2023-08-16,NOVO,SP,503,0,
CLI_80070351,1,80.86,2024-03-15,2024-03-15,NOVO,SP,291,0,
CLI_80071A52,1,381.63,2024-07-17,2024-07-17,ANTIGO,SP,167,0,
CLI_800750BF,1,259.72,2024-11-20,2024-11-20,NOVO,RJ,41,0,
CLI_8007C03D,1,153.95,2024-10-28,2024-10-28,NOVO,RJ,64,0,
CLI_800A4BE1,1,199.29,2024-10-17,2024-10-17,ANTIGO,MG,75,0,
CLI_800C5AEA,1,100.91,2024-09-08,2024-09-08,NOVO,RS,114,0,
CLI_800D36FF,1,518.0,2023-08-24,2023-08-24,ANTIGO,RJ,495,0,
CLI_800EE0EC,2,253.11,2024-11-10,2024-09-15,NOVO,SP,51,1,56.0
CLI_8011B81F,1,92.3,2024-08-23,2024-08-23,NOVO,AL,130,0,
CLI_80122D38,1,238.36,2023-08-07,2023-08-07,ANTIGO,PA,512,0,
CLI_80143F01,1,216.71,2024-05-10,2024-05-10,NOVO,MG,235,0,
CLI_80152B05,1,58.92,2024-11-29,2024-11-29,NOVO,SP,32,0,
CLI_80166F16,1,62.41,2024-11-22,2024-11-22,NOVO,SE,39,0,
CLI_80167E42,1,751.67,2024-11-22,2024-11-22,NOVO,GO,39,0,
CLI_8016F2D5,1,136.13,2023-12-03,2023-12-03,NOVO,SP,394,0,
CLI_80188FAE,1,107.3,2023-12-20,2023-12-20,NOVO,RJ,377,0,
CLI_801B3B1F,1,133.86,2024-11-14,2024-11-14,ANTIGO,SP,47,0,
CLI_801D995A,2,797.3299999999999,2024-08-06,2024-05-15,NOVO,PR,147,1,83.0
CLI_801E5EBA,1,170.6,2024-11-13,2024-11-13,ANTIGO,SP,48,0,
CLI_801FAC5F,2,298.54,2024-11-25,2024-08-23,NOVO,RJ,36,1,94.0
CLI_80256726,2,1133.45,2024-10-13,2024-06-07,NOVO,PR,79,1,128.0
CLI_8027944C,1,122.89,2023-08-18,2023-08-18,NOVO,MG,501,0,
CLI_80279D8D,2,610.54,2024-02-02,2023-09-28,ANTIGO,DF,333,1,127.0
CLI_80280939,1,143.85,2023-11-07,2023-11-07,NOVO,RJ,420,0,
CLI_80292A63,1,386.65,2024-11-26,2024-11-26,NOVO,AC,35,0,
CLI_802C5180,3,389.02000000000004,2024-10-14,2023-11-21,ANTIGO,SP,78,1,43.0
CLI_802D2FD2,1,139.55,2024-12-18,2024-12-18,NOVO,RJ,13,0,
CLI_80303B85,1,160.84,2024-03-04,2024-03-04,NOVO,SP,302,0,
CLI_80317E9F,1,209.79,2023-08-21,2023-08-21,ANTIGO,SP,498,0,
CLI_80343A11,1,260.92,2024-10-15,2024-10-15,NOVO,ES,77,0,
CLI_8034DD08,1,89.91,2024-04-11,2024-04-11,NOVO,MG,264,0,
CLI_803A9C29,1,259.4,2024-08-18,2024-08-18,NOVO,SC,135,0,
CLI_803BA509,1,209.79,2023-08-21,2023-08-21,NOVO,CE,498,0,
CLI_803D286D,2,808.31,2024-03-04,2023-08-16,ANTIGO,SP,302,1,201.0
CLI_803E02F8,2,265.02,2024-05-07,2023-08-22,NOVO,MG,238,1,259.0
CLI_803F93B3,1,122.08,2024-06-09,2024-06-09,ANTIGO,SP,205,0,
CLI_803FD6E1,1,45.49,2023-08-26,2023-08-26,NOVO,SP,493,0,
CLI_80406D44,1,119.18,2023-07-17,2023-07-17,ANTIGO,RS,533,0,
CLI_804196FC,1,88.62,2024-03-15,2024-03-15,NOVO,RJ,291,0,
CLI_80419D9E,1,138.18,2024-09-15,2024-09-15,NOVO,PB,107,0,
CLI_8041AF2A,1,93.62,2023-10-19,2023-10-19,ANTIGO,MG,439,0,
CLI_8041CAF4,1,269.02,2024-06-15,2024-06-15,ANTIGO,SP,199,0,
CLI_804243B2,1,179.82,2023-12-04,2023-12-04,NOVO,SP,393,0,
CLI_8043A809,1,155.08,2023-07-25,2023-07-25,ANTIGO,SC,525,0,
CLI_8044B120,2,259.3,2024-08-23,2023-10-23,NOVO,DF,130,1,305.0
CLI_80451A4B,1,269.54,2024-08-23,2024-08-23,NOVO,PA,130,0,
CLI_8047A804,1,159.0,2024-05-22,2024-05-22,NOVO,SP,223,0,
CLI_8047DF7C,2,766.04,2023-11-01,2023-08-21,ANTIGO,BA,426,1,72.0
CLI_804ACF51,1,106.02,2023-10-10,2023-10-10,NOVO,MG,448,0,
CLI_804AD88A,1,98.61,2024-03-01,2024-03-01,NOVO,MG,305,0,
CLI_804CEC76,1,183.89,2023-10-16,2023-10-16,NOVO,MG,442,0,
CLI_804D73AD,2,294.64,2024-08-01,2023-10-19,ANTIGO,MG,152,1,287.0
CLI_804FAEA7,7,2935.34,2024-12-05,2023-09-08,ANTIGO,RJ,26,1,8.0
CLI_804FDC5D,3,846.9499999999999,2024-11-29,2023-12-23,ANTIGO,BA,32,1,311.0
CLI_80505AA2,1,287.9,2023-07-04,2023-07-04,NOVO,RJ,546,0,
CLI_80513CB4,2,216.57999999999998,2024-11-29,2024-10-12,ANTIGO,SP,32,1,48.0
CLI_8051B6CC,1,66.93,2024-11-13,2024-11-13,NOVO,SP,48,0,
CLI_8051FECD,1,137.23,2024-09-27,2024-09-27,NOVO,SP,95,0,
CLI_80526D06,2,162.20999999999998,2024-09-21,2023-08-17,NOVO,SP,101,1,401.0
CLI_8054FE00,1,145.64,2024-06-24,2024-06-24,NOVO,PR,190,0,
CLI_805701C4,1,137.7,2023-11-04,2023-11-04,NOVO,RJ,423,0,
CLI_8059938A,1,140.6,2024-08-15,2024-08-15,NOVO,MG,138,0,
CLI_80599404,1,79.61,2024-07-28,2024-07-28,NOVO,MG,156,0,
CLI_8059FA1A,1,126.71,2023-11-24,2023-11-24,NOVO,SC,403,0,
CLI_805B6D3F,1,139.86,2023-08-21,2023-08-21,ANTIGO,RJ,498,0,
CLI_805DA8B7,2,514.79,2024-11-15,2024-07-14,NOVO,SP,46,1,124.0
CLI_80603DB3,1,150.14,2024-08-23,2024-08-23,ANTIGO,RJ,130,0,
CLI_80626229,1,203.15,2023-10-08,2023-10-08,NOVO,SP,450,0,
CLI_80632316,1,382.26,2023-12-14,2023-12-14,ANTIGO,BA,383,0,
CLI_806391B9,3,763.93,2024-08-24,2023-09-15,ANTIGO,PB,129,1,125.0
CLI_80639F46,1,149.82,2024-06-24,2024-06-24,NOVO,SP,190,0,
CLI_80655E03,1,293.7,2023-11-01,2023-11-01,ANTIGO,SP,426,0,
CLI_80675487,2,747.4300000000001,2023-11-13,2023-08-23,ANTIGO,SP,414,1,82.0
CLI_806779E0,1,312.07,2024-04-18,2024-04-18,NOVO,RJ,257,0,
CLI_80678396,1,96.91,2023-10-12,2023-10-12,NOVO,PA,446,0,
CLI_806844D7,1,314.21,2024-11-04,2024-11-04,NOVO,RJ,57,0,
CLI_806875AF,1,283.92,2023-09-14,2023-09-14,ANTIGO,ES,474,0,
CLI_80688DBF,1,148.58,2024-04-17,2024-04-17,NOVO,SP,258,0,
CLI_806C96D3,1,363.6,2024-07-03,2024-07-03,NOVO,SE,181,0,
CLI_806E10F2,1,153.45,2024-11-03,2024-11-03,NOVO,SP,58,0,
CLI_806EEFE4,1,130.92,2024-04-23,2024-04-23,NOVO,RS,252,0,
CLI_80739D76,1,134.92,2024-07-27,2024-07-27,NOVO,SP,157,0,
CLI_80741766,1,345.18,2024-11-29,2024-11-29,NOVO,SP,32,0,
CLI_8074EE48,1,60.74,2024-11-29,2024-11-29,NOVO,PA,32,0,
CLI_8076AD1C,1,120.44,2024-06-20,2024-06-20,NOVO,SP,194,0,
CLI_807A1A7B,1,119.18,2023-09-14,2023-09-14,ANTIGO,PR,474,0,
CLI_807EE718,1,385.36,2023-08-09,2023-08-09,NOVO,RJ,510,0,
CLI_8080E7AD,1,139.49,2023-11-26,2023-11-26,ANTIGO,RJ,401,0,
CLI_80810B16,1,183.27,2024-05-25,2024-05-25,ANTIGO,SP,220,0,
CLI_808130AD,1,169.9,2024-05-09,2024-05-09,ANTIGO,MG,236,0,
CLI_80823E7C,1,158.97,2024-07-13,2024-07-13,NOVO,SP,171,0,
CLI_80826F16,1,145.49,2023-07-09,2023-07-09,NOVO,SP,541,0,
CLI_80829A51,1,171.86,2023-07-14,2023-07-14,NOVO,SC,536,0,
CLI_80832C6D,1,135.82,2024-02-02,2024-02-02,NOVO,MG,333,0,
CLI_8083CF3B,2,148.93,2023-11-23,2023-08-21,ANTIGO,DF,404,1,94.0
CLI_80872A2B,2,376.03,2024-12-17,2023-07-03,NOVO,RJ,14,1,533.0
CLI_8087CA68,1,177.45,2024-10-04,2024-10-04,NOVO,RJ,88,0,
CLI_8089FD09,1,207.2,2023-11-24,2023-11-24,ANTIGO,RJ,403,0,
CLI_808A5095,1,189.0,2024-08-15,2024-08-15,NOVO,SP,138,0,
CLI_808CD0EC,1,117.6,2024-01-19,2024-01-19,NOVO,SP,347,0,
CLI_808D2C97,1,195.69,2024-08-02,2024-08-02,ANTIGO,MG,151,0,
CLI_8091CE31,1,169.9,2024-06-04,2024-06-04,NOVO,SP,210,0,
CLI_809240C4,1,325.08,2023-07-19,2023-07-19,NOVO,SP,531,0,
CLI_80953B8F,1,107.23,2024-02-12,2024-02-12,NOVO,PB,323,0,
CLI_8097338B,1,93.63,2023-11-09,2023-11-09,NOVO,SP,418,0,
CLI_80985372,1,287.12,2023-08-24,2023-08-24,NOVO,MT,495,0,
CLI_8099E0C6,2,149.43,2024-10-18,2024-09-21,NOVO,ES,74,1,27.0
CLI_8099E1C5,1,159.9,2024-09-23,2024-09-23,NOVO,SP,99,0,
CLI_809AECBE,1,186.29,2024-05-13,2024-05-13,NOVO,SP,232,0,
CLI_809B721C,1,233.85,2024-05-26,2024-05-26,NOVO,PE,219,0,
CLI_809ED119,2,448.87,2024-09-21,2024-02-28,ANTIGO,RJ,101,1,206.0
CLI_809F1539,1,166.64,2024-04-07,2024-04-07,NOVO,SP,268,0,
CLI_80A1BBD2,1,127.89,2023-07-29,2023-07-29,NOVO,RJ,521,0,
CLI_80A26659,3,504.38,2024-04-10,2023-07-26,NOVO,SP,265,1,103.0
CLI_80A4751B,1,262.96,2024-03-17,2024-03-17,ANTIGO,SP,289,0,
CLI_80AA00DB,1,148.7,2023-12-05,2023-12-05,NOVO,RJ,392,0,
CLI_80AA0746,1,260.11,2024-11-14,2024-11-14,NOVO,SP,47,0,
CLI_80AA5608,2,265.84000000000003,2024-07-04,2023-09-27,NOVO,SP,180,1,281.0
CLI_80AA70BA,3,340.98,2024-11-29,2023-08-21,ANTIGO,BA,32,1,96.0
CLI_80AA74E3,1,139.86,2023-08-21,2023-08-21,ANTIGO,SP,498,0,
CLI_80AACE0F,1,83.6,2024-06-27,2024-06-27,NOVO,PB,187,0,
CLI_80AC6E35,1,146.87,2024-11-19,2024-11-19,NOVO,MG,42,0,
CLI_80ACEB63,1,130.72,2023-07-04,2023-07-04,NOVO,SC,546,0,
CLI_80AD3415,1,76.93,2023-11-07,2023-11-07,NOVO,SP,420,0,
CLI_80AFAD3A,2,590.47,2024-11-08,2023-10-26,ANTIGO,BA,53,1,379.0
CLI_80B14F0F,2,298.04,2024-12-11,2024-06-18,NOVO,SP,20,1,176.0
CLI_80B237EB,2,933.68,2024-08-05,2024-07-13,ANTIGO,RJ,148,1,23.0
CLI_80B28515,1,176.61,2024-02-07,2024-02-07,NOVO,BA,328,0,
CLI_80B4A1AB,1,145.22,2024-06-26,2024-06-26,ANTIGO,RJ,188,0,
CLI_80B69C9C,1,96.63,2023-12-02,2023-12-02,ANTIGO,BA,395,0,
CLI_80B864C8,1,132.33,2023-07-28,2023-07-28,NOVO,PR,522,0,
CLI_80B8D161,1,367.76,2023-07-12,2023-07-12,ANTIGO,SP,538,0,
CLI_80B994ED,1,137.58,2024-02-16,2024-02-16,NOVO,PR,319,0,
CLI_80BAAF2A,1,118.15,2023-10-29,2023-10-29,NOVO,DF,429,0,
CLI_80BAEF2A,1,156.93,2024-08-25,2024-08-25,NOVO,MT,128,0,
CLI_80BAF756,1,108.83,2023-09-08,2023-09-08,NOVO,SP,480,0,
CLI_80BBBFF3,3,327.73,2024-06-14,2023-09-03,ANTIGO,RJ,200,1,180.0
CLI_80BC0888,1,119.92,2024-04-14,2024-04-14,NOVO,PA,261,0,
CLI_80BC2754,1,248.95,2023-11-21,2023-11-21,ANTIGO,SC,406,0,
CLI_80BD625C,2,181.18,2024-10-01,2024-07-13,NOVO,SP,91,1,80.0
CLI_80BEDDF6,2,565.76,2024-01-01,2023-10-24,NOVO,SC,365,1,69.0
CLI_80C01C37,1,144.62,2024-04-14,2024-04-14,NOVO,SP,261,0,
CLI_80C07F91,1,266.77,2023-09-25,2023-09-25,NOVO,MT,463,0,
CLI_80C07FB9,1,158.49,2023-09-16,2023-09-16,NOVO,SC,472,0,
CLI_80C30B44,1,239.2,2024-09-28,2024-09-28,NOVO,RJ,94,0,
CLI_80C3BCA1,1,291.91,2024-11-28,2024-11-28,NOVO,DF,33,0,
CLI_80C4F29E,3,1094.43,2024-06-22,2024-06-07,NOVO,RJ,192,1,8.0
CLI_80C51B74,1,916.4,2023-11-26,2023-11-26,NOVO,SP,401,0,
CLI_80C55C08,1,127.88,2023-09-09,2023-09-09,NOVO,SP,479,0,
CLI_80C579FF,1,116.9,2024-11-30,2024-11-30,NOVO,MG,31,0,
CLI_80C74B74,1,237.92,2023-09-01,2023-09-01,NOVO,RJ,487,0,
CLI_80C86C57,2,514.29,2024-01-10,2023-09-25,NOVO,PR,356,1,107.0
CLI_80CA66BA,1,185.1,2024-05-17,2024-05-17,ANTIGO,RN,228,0,
CLI_80CC89B0,1,170.27,2023-11-08,2023-11-08,ANTIGO,SP,419,0,
CLI_80CCA5FD,1,98.94,2024-09-21,2024-09-21,NOVO,SP,101,0,
CLI_80CCD024,1,112.15,2024-08-21,2024-08-21,NOVO,MG,132,0,
CLI_80CE3F54,9,3952.41,2024-12-16,2023-11-02,ANTIGO,RJ,15,1,14.0
CLI_80CE93B9,1,131.87,2024-11-15,2024-11-15,ANTIGO,SP,46,0,
CLI_80D02F71,1,187.26,2024-11-27,2024-11-27,NOVO,PR,34,0,
CLI_80D79DA5,1,124.03,2023-07-07,2023-07-07,ANTIGO,MG,543,0,
CLI_80D80F94,1,131.68,2024-04-22,2024-04-22,NOVO,PR,253,0,
CLI_80D9CC81,1,128.83,2024-09-09,2024-09-09,NOVO,SP,113,0,
CLI_80D9CD31,2,373.42,2024-02-20,2023-09-25,ANTIGO,MG,315,1,148.0
CLI_80DB0EC8,1,179.8,2023-09-09,2023-09-09,NOVO,MG,479,0,
CLI_80DB2EED,1,324.88,2024-11-29,2024-11-29,NOVO,SP,32,0,
CLI_80DB516F,3,448.29999999999995,2024-11-24,2023-11-18,ANTIGO,RJ,37,1,325.0
CLI_80DD3C72,1,332.1,2024-12-11,2024-12-11,NOVO,RJ,20,0,
CLI_80DDAA35,4,909.4,2024-11-11,2023-11-21,ANTIGO,SP,50,1,120.0
CLI_80DDE316,1,371.78,2023-11-25,2023-11-25,NOVO,MS,402,0,
CLI_80DF9E06,1,203.78,2024-12-20,2024-12-20,NOVO,PR,11,0,
CLI_80E011FC,1,369.58,2024-11-08,2024-11-08,NOVO,RJ,53,0,
CLI_80E1CF15,3,1145.8200000000002,2024-11-18,2023-08-10,ANTIGO,MG,43,1,176.0
CLI_80E531E8,1,159.84,2024-06-26,2024-06-26,ANTIGO,SP,188,0,
CLI_80E67560,1,208.9,2023-10-05,2023-10-05,NOVO,SP,453,0,
CLI_80E9D826,1,80.94,2023-11-21,2023-11-21,NOVO,RJ,406,0,
CLI_80EAA0CB,1,209.0,2023-08-23,2023-08-23,NOVO,SP,496,0,
CLI_80EB2CC6,1,183.54,2024-12-29,2024-12-29,NOVO,RS,2,0,
CLI_80EC003E,1,143.72,2024-02-06,2024-02-06,NOVO,SP,329,0,
CLI_80ED83EB,6,2127.76,2024-12-18,2024-01-17,NOVO,PR,13,1,85.0
CLI_80EE4991,2,376.69,2024-06-10,2023-07-18,ANTIGO,ES,204,1,328.0
CLI_80EE6C17,1,303.0,2024-04-01,2024-04-01,NOVO,RS,274,0,
CLI_80EE7BDB,1,342.64,2023-11-26,2023-11-26,NOVO,SP,401,0,
CLI_80EE83E6,1,135.83,2024-02-09,2024-02-09,NOVO,RJ,326,0,
CLI_80EEA9AE,2,332.36,2024-11-28,2024-01-24,NOVO,BA,33,1,309.0
CLI_80EF659E,2,268.34,2024-07-06,2023-11-11,NOVO,RJ,178,1,238.0
CLI_80EFB8A5,1,98.84,2024-03-13,2024-03-13,NOVO,SP,293,0,
CLI_80F26396,1,207.92,2023-08-23,2023-08-23,NOVO,SP,496,0,
CLI_80F2B7E7,2,147.85000000000002,2024-09-14,2024-03-15,NOVO,PR,108,1,183.0
CLI_80F44299,3,569.72,2024-10-13,2023-11-17,ANTIGO,MS,79,1,329.0
CLI_80F69735,2,231.41,2024-11-29,2023-08-21,ANTIGO,SP,32,1,466.0
CLI_80F6BF3C,3,415.07000000000005,2024-11-13,2023-11-15,ANTIGO,RJ,48,1,254.0
CLI_80F6E848,2,350.29,2024-08-13,2023-09-13,ANTIGO,RJ,140,1,335.0
